sentence_id	sentence	sentence_domain	source
ed54a77f02fc133711b56d8662e05224da6fefc5a3296b93e4da70d3d9545e14	Gabon!		Norberaren aipua
ed55735f8e8bab4ac5b76b3f9d866ea19d758e991b5a0a9f7fe1798143a81482	Bihar plazak epaitu behar dituzten batzordeetako kideen zozketa publikoa egingo da.	general	Norberaren aipua
ed56183e0cfc5e95a1f15d43ec5d84603dd373e7f5df08c68d58a6fa566f1521	Ni Kevin deitzen naiz.	general	Norberaren aipua
ed5f67081305192e7e1b5129f355ccc6ad0dfa36cc1deeb834e02093e56c52ef	Aparkaleku bat topatu nahi dut		Norberarena
ed5fea2e6d235e4cee3542c6976f0f88c95429ea53cb7771da6b58172e3a5b9d	Xuxurlatuko digu ilargiak orain denok ez gaudela.		"Iturria: Zetak taldearen ""zeinen ederra izango den"" kanta"
ed677e48846ef7b7533b9455008871f7ef86eb27678216498d61b260a6fed282	"Webgune honetan ikuskizunarekin lotutatutako informazioa irakur dezakezu.
"	general	Norberaren aipua
ed68e49c8d7eeb699d63f65bbc64eeb925403a3d97a75642b64afe17a078c9e7	Zuhaitz horiek duela hogei urte landatu genituen.		Norberaren aipua
ed69cf865439bcd31a5a708bcf9f14e902cea669b66a1dc1bfbba42409d14b85	Bi. izar orbitatzen dituen planeta bat aurkitu dute, ‘Star Wars’eko ‘Tatooine’ planetaren antzekoa		Eitb.eus
ed6d12d2d026dac877a2d8c279731db5403d69575dbdf5e92015322f95f8832f	Formularioan, ikertzaileak zer ikertzen ari zareten adierazi behar duzue.		Norberaren aipua
ed74f8aff5bcea4566f92d0b8ac38b30cbb32fbb4819281b9155ba2e325eae78	Bekain luze-luzeak ditu, margotzeko guztiz aproposak.		Nirea
ed7533ed8aaf3a59807838caf56800c5e7243a760c931953acefadfb7f933096	"Aitak kamera analogikoa utzi didanetik, pozik nago.
"	general	Norberaren aipua
ed7689a5facac4e7a38d4b250599a2f276006a0f2c184e84c9c07300c0db7bcf	Eta marinelaren buru-hauste handiena ez ziren batailetan zauritutako marinelak. 		Norberaren aipua
ed78f744dab6f580a5f4ce654f79db7f051e0e2cb487817955cc2511cc287e39	"Lana burutzeaz kokoteraino zeuden.
"	general	Norberaren aipua
ed82411539862aad3999076715fc3f02920cd84bb4bd185cfa2ad54f203d3dbb	Hurrena, bitan pentsatu ahoa ireki baino lehen.		Nik sortua
ed836ee0139c8142ecda9203bfcabd14b271382789141a3ea3b4dbc4508b099d	Hutsak bete, gaitzak senda eta urratuak konpon daitezkeela. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&entryId=29154&query=konpondu
ed8595d33a286713c2ebe7f4c9f9c060b9acdcbdcddf19565f2d35b621365800	Beringeko itsasartearen bestaldean, Errusia dago.		Norberaren aipua
ed8753c2c3b5e2a614f8b27e37533a37dfa0c690630d7b913c2884cffd87a92c	Palestinarrek etengabeko bonbardaketa jasaten dute.		Norberaren aipua
ed912573af5cd750f5275eab8be59c5829d6e13717bb8fd1cfd8a79f77828c00	Epidemiologia ikasi nahi du.		Norberaren aipua
ed91d8d71f0ac0e743d4c8eb38fcc93111a42c9f9db0489f5c392bba9806cf78	Kaskoak jantzita ez dut entzuten.	general	Norberaren aipua 
ed96c758b0260b7cae1ba38128822ba1914e3a44364bee3c6013a9cd33cd9211	lixkarerriak txarrak direla esaten dute.		Euskera eta literatura 3Dbh santillana
ed9bb852fc086cf1723a467b700d04b9ab00f608dc0d9716ba5e8e95b3af948f	Izan zaitez zoriontsu		Norberaren aipua
ed9f62b86be09135ea5ba05fc9d1da76f715c7d5b8027ae1b2113764fb46c612	Ilargia ikusten du.	general	Norberaren aipua
ed9f723d0222258cd4e11597c79c03bf18cc41d4ef2c8b65c4c8cb4f4b1e2149	Zenbat eta ametsean barrenago, orduan eta biziago nenbilen egiazko mundura itzultzeko borrokan.		https://www.berria.eus/paperekoa/1920/010/001/2023-11-15/hemen-geratzea-erabaki-dut.htm
eda19ba1bfdc0eaac6a9a839e9ff88478692883df2c1e071b58dc0ecb76a34eb	Nola deituko diogu gure Ziri-Alexa-Kortanari?		Norberaren aipua
eda4eb257b547b5f16705e74b81368c62cd634560f01674cc433bce64112613c	Zotzak denbora gutxiko sua izaten du.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=denbora&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eda8d35708ed7fb47d7e63c4f284d73955a3cc5ccf30abdba1667e89382188ea	"Eskerrak dantzan jartzen gaituen!
"		Norberaren aipua
edb04365dae203b16e9edca6a2b6bc97cbd76a8657cb004b540ae0ed6221cd1c	Egunaren atarirantz, zauri bat, gordina, odol beharrean urre. 	general	https://www.euskaltzaindia.eus
edb2fe5c26b2cfe7b9e3efc6256ef90ea86a1b2f9d5c0633399d9105d267bf31	Baserritar batek irakatsi dizkizula herri barruetakoek irakatsi ez zizkizutenak.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=baserritar&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
edb4e0c02d8e47a316c745e0cf066f69d2feed105fc6110086322256c8c63416	Hilerria palmondo eta zuhaitzez inguratutako mausoleoz betea dago, lorategi oparoen eta eskultura ugariren erdian.		Norberaren aipua
edb573558a1418949dad64a71de9d33d5a9ec0921a19ce966ffdedc78bc4a6db	Ordu betez etengabe saiatu ginen, alperrik.		Norberaren aipua
edc42771c1d7d8b228a8ddcd8a8e6be7ddfb4d5914b3a96b29d31b82433f6bb5	Azken erlojupekoa Saldias baino bi kilometro lehenago hasten da.		Neurea
edc5c6b1d3d357d7110a67bb705363e92d466a26de8b20e60db4e5b4ad84b715	kantatzea asko gustatzen zait		nire esaldia
edc7316377b33f697e071d096cb9106199d2b546f512382424eafa053b574d29	Eskuko behatzak ere ez zituen Jainkoak berdinak egin.		They are known Basque proverbs. Thereby they are in the public domain. Collected from here: https://eu.wikiquote.org/wiki/Euskal_atsotitzak
edc73cbf6cb62f1875125c23e8271c3509387f5e018907a995187a42633a334d	Lanak bidaltzeko epea martxoaren hogeita zazpira arte duzue	general	Norberaren aipua
edc9e857849221982482aefa3952b41ff01d83ad9f075a95790c176b5c1e40a0	Parisen izana naiz.	general	Norberaren aipua
edca2a636810ab5349a7ffa81f46e83dcc9fedffd3f9731e0665a1c631700ed6	Ostrukarik ikusi al duzue, inoiz?		Norberaren aipua
edcbb546f0986889ab589c92b7f52f07c96925fa5e4d711989ba22cf72e3ab43	Napoleonek, ororen buru, kode zibila asmatu zuela ikasi genuen lizeoan. Waterloo aipatu ere ez...		Norberaren aipua
edd0971721f00b06d33c658b4d08fdcfe578d8adaf6159d99dab88980781c9c3	Euskal herrian, gure herrian, munduko lehen greba feminista!		Norberaren aipua
edd1c1eaeaac82e6d8bbf2d2352debfc7f6c906206ca1bc5b131a2dd95dee632	Hara haize, hara aise.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=haize&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
edd8905299cddaa4d77a725a1d9951e79a8fb464a927b87a4cb754ba3be51985	Gure aitaita Ameriketara joan zen artzain.		Nirea
ede96b8399bdb938c9e391e44a3375d1d8c6e416fcbc43863c4838e96abc8119	Euskaraz ez ezik, beste hizkuntzetan ere erabiltzen dira siglak. 		Eki proiektuko DBH4ko euskarako liburua. 
eded6c905f6c2d70384b384aa20ef227808e9754bfc9828e4f17bf972e0edca2	Ibai horren ondoan, munduan den biztanleria-dentsitaterik handiena dago.		Norberaren aipua
edf1ca4fcc8b183ec23cc01485c180d4fde694e989b223eae9c04dd788cd41c2	Planak aldaketak jasan ditzake ikasturtean zehar, noski.		Norberaren aipua
edf33efc678becef3d7c19a6403c987c94b7731c180a88b739b829f66b30d3d9	"Petrolio-konpainia handia iritsi zen.
"		Norberaren aipua
edf7166a84f8168e64723acfb2676bd40577c39a8d9cd3ac83391b7a56c808b8	Eskolatik eta gizartetik baztertua dagoen hizkuntza.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=gizarte&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
edf8f82ec82ed52031c9857cc853b83311011b71b676ad884066edf391e1b0de	"Dakizuenez, ortodoxoak dira.
"	general	Norberaren aipua
edfd638db134f018357430385279e7c8beaa93fd042736a909a2830845d99425	"Baina nola, wifirik ez dagoela?
"		Norberaren aipua
ee0a0b1b8856523f0fedf234b4e1d2e555618b4772eff43a1fb947d0dabe2b34	Horrez gain, arte bisualen adierazpenerako hainbat gune aurkitzen dira. 		Nirea
ee0da7c8083179d7a23393219ae5713e3c7a3b6c0ba609b68270e53fb57ace0e	Ederrak ikusi behar izan ditu han! 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=ikusi&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee1bc64d2ff16a07302483cf228f66f6482bd5eb5b292ece639665c0619636cd	Ez dira nahasi behar disoluzio baten masa-kontzentrazioa eta disoluzioaren dentsitatea.		Fiskia eta kimika DBH3 santillana
ee1c3dba761e0a5b9586a1e4b816ded60d2d3f04249541f4d8dc7f21d5a69ea5	Gramatika-zalantza ugari bururatzen zaizkie.		Norberaren aipua
ee2140a619062b841c3f1e6d032ee8b571d9a9bab25e76c3643c12f6ffff087a	Ba al dakizu nondik irtetzen diren Gernikarako busak?		Norberaren aipua
ee27ba669594271f939efd19bdc529636222b2894fed5a3192533f8144069e65	Gaur hitza eman, bihar haizeak eraman.		They are known Basque proverbs. Thereby they are in the public domain. Collected from here: https://eu.wikiquote.org/wiki/Euskal_atsotitzak
ee2b1dad794692e824458c93da9158f5ef02f85d2092eccc2e0af9d678146593	Ene lagunak mus egin du. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=mus+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee2d514c2e83f598a6a8b60d2a8154d12260a004c4922fcb696e77f6c588c014	Noiz arte egongo gara horrela?		norberaren aipua
ee2de54ea38886650ff0d0df21ef5836afa01ea3210c7d453f1f6076c7c6670a	Larruzko gerriko batek denbora gehiago iraungo du, animalirik esplotatu nahi ez baduzu ere.		Norberaren aipua
ee2ed2f30c86d4a2babadae19d44684acf5307897e195a3641338263fb698373	Gauza pare bat baino ez dituen bildu.		Norberaren aipua
ee2ef7165fcbadfda191643f928329beb62a65864de613ab17621b93fd3b8f15	Ekimenaren inguruan sortzen den mugimenduak jendarteak bere hizkuntza berreskuratzearen alde egindako hautua erakusten du.		Korrika.eus
ee2f5bcae1740383f5df77abda7615f1b71b47d4bb88bbee1e74bc94d042a2c0	Aste guztia eman nuen gela barruan, beroak itota. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=ito&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee4134832338973333b5f5bcbc4d54ba92f4382cd509acc1d1213f43f631167a	Mutilaren gorpua autopsia egitera eraman zuten Patologia Institutura. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=gorpu+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee4242aa22cf53633bf2fd266bef2445b216f5c6a16361de948f7db2210a4b8b	Hegazkinak Torontora joan behar zuen, baina aireratzean gurpiletako batean izandako kalteak itzultzera behartu du.		Norberaren aipua
ee4aae19671a18ef1ade9f0af80465969f2a27ad33c15260d011ed11fb24c10d	Albiste ilun hura hartu zutenez gero, biziro zahartu eta hautsi ziren. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=hautsi+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee5073d2fee6b895d5bb1e456cdca87002fc069c1c47ae01e6b75252d1bc311b	"Uzbekistangoa dela uste da.
"		Norberaren aipua
ee522559f166f1b1790c46f75ac6b6021742e6ba68408a29c4f1032d5bbc8f19	Aurki jasoko dute epaimahaietako mahaiburuek google galdetegia.	general	Norberaren aipua
ee54344257a766f0f9044fc31a95ad31109cde6e7f034fe092364482e3e4b531	Bazter guztietan dago hemen txerrikeria.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=txerrikeria&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee554cdb9f80801bdac2bbc81ce8495c541e45a06f25561e9b6957f55a74a4cc	Ulertu zuen arte errepikatu behar izan nion.		Norberaren aipua
ee56005e259dee8c2ed401055097de24a189185b9438f0b36ec6db1ede738e1b	Ohiko martxan jarraitzen dugu.	general	Norberaren aipua
ee5ff9711caa6a2516e693b74f3fac86ccbb745fe52784093fcc8a574d9d4499	Irulegiko Eskuaren aurkikuntzak mundu zabaleko hedabide ugaritan izan zuen oihartzuna		https://eu.wikipedia.org/wiki/Irulegiko_Eskua
ee68f7e723a14226042ace590d360ec9f363492676f539b7382082b8648709f4	Kalifornian kontzientzia handia dute energia baliabideen, kutsaduraren eta abarren inguruan. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=Kontzientzia&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee69c3ada4f7de6395eb82e0f18d97f5c6680e6ee4b62ac23a6b2968493fb69f	Garoa etxeratzeko egunak aurrera zihoazen.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=Egun+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee7249971277911a25ce49c0a04fb0c3cdbbbb6be6cfd7886d46d52f5215ddcc	Zelan ote doan bere zauria. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=joan&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee73f76a983d663172203157857b4a7a3617fd1bf6cd457cd58b6fc068b594a9	"Haragijale txiki, gehienetan iletsu eta etxekotua da.
"		https://eu.wikipedia.org/wiki/Katu
ee7c17b9a4f86a6619535897e940964b005c7ba131447a260fd030f64480ae45	Noizko adimen artifizialaren ahotsa?		Norberaren aipua
ee7fc7cc889584ef084208a41dad6d87528cfd844940e619db13eafd07bfb59f	Katedrala material ezberdinez egin zuten.		Norberaren aipua
ee8091f4c7ccff99c25250e628e7c30f0546d03ad2148d6bb26abd3f38d9fe10	Sorgina omen zelako erre zuten. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=erre&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee8adcb50e9abfcdf6767f5d7f71c7169b2b7639fe7176fdd59ef2b9fa159031	 Nazio Batuen Giza Eskubideetarako Goi Mandatariaren Bulegoak gizon, emakume eta umeen eskubideak babesten dihardu.		Norberaren aipua
ee90eb7fae7b03679a9a8301913eb4e519f38efd36e8050fbb994ebc13f31343	Goazen, mutilak, intxaurrok bertan utzita, jabea dator eta.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=jabe+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ee91a9b8654b20a70465e83d3a077e4c512d41b689c4ae9e8bd92f13d4f3a527	Ebazpena datorren hilabetean argitaratuko da, eta erreklamazioak aurkezteko epea hilabetekoa izango da. 		Norberaren aipua
ee95c6d040d60a6a93777b2c93d2eea7a997891c480c3619ed64e799664b25ea	Zertarako daude lagunak?	general	Norberaren aipua
ee9722ea477f3711dc2537884e8844b14efc6b178161d40f3d515a45e074074e	Gure ondorengoek euskeraz hitz egin dezaten lortu behar dugu		Norberaren aipua
eea1d4acd252ceb528dd8e9a4511fa6b0fca24efd83d2bb1eb7ed0a991e70e71	Bereziki maite zituen pasarteak irakurri ondoren. 	general	https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=zur&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eea3e263957e53055b9312527ccb4ab1b03b01029af971273ae355dadaa04d58	Bihotzeko ebakuntzaren ondoren odol berria nabari zuen, energia baikorragoa.		Norberaren aipua
eea578e480edce154f9093c670a4925de8d2e9853e6a8aa68ceb0c067f1d46db	Zebrabideetako marrak ahalik eta argiena marraztu beharko lituzkete.		Norberaren aipua
eea69257aa242bc15bab08c7269795f2b6b8ac70b1414976142b977eeaace4b5	"Hogeita hamaika ukendu erosi zituen.
"		Norberaren aipua
eea99b8371b2a9a971f12830840bfbf3a3661e241c6a8289e0d289391d20457b	Gertuko baratzekin, etxaldeekin eta mahastizainekin dugu harremana, produkto ekolojikoak eskaintzeko. 		Norberaren aipua
eeadfe81a2e7cadff4246ac09f3ec9ba9f63d33997400a884a3f9bab52f3f37d	Enpresak koizpen multimedia eta digital kolaboratiboetan aktiboki parte hartzen du.		Norberaren aipua
eeb358c7e62baf3088cf877ae007b4e716c55996712dacc16f81c60dd35ac1cf	PuntuEus domeinua erabilgarri dago.		Nirea
eeb486bcde9714824edaf695a3ed33acd1d5f1dabd8fe6d1d88136d88a292131	"Horrenbesterako al da ikuskizuna?
"		Norberaren aipua
eeb5d7bc01315ec358dd1cd93a1d255641985b8be4927ea43ae8f4a56b2b01a8	Israel eta Gazaren gatazka genozidio hutsa bilakatzen ari da.		Norberaren aipua
eebc734baa6ae79f7f8d0fcce786970248537f82e3147886a407b296a8ab1033	Esaldiek hamabost hitz baino gutxiago izan behar dituzte.		Nik asmatu eta idatzi.
eebc9a25c397ba44b0666de6a0169cecb777bb08ae118c197401a11be9f1384f	Bizi zara, urtearen erdirako artorik ez duzula. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=urte&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eebf31cfb25272e2fa47ba46d8643a97b1f6b62e93ad5e45febf0f285843eae3	Biologia eta teknologia suspenditzeko beldur da.		Norberaren aipua
eec088460ef23fdfa4e37725c9ea2cd7bc65c3a1285dc00d330542b0212adb92	Hegazkin arin batek larrialdiko lurreratzea egin behar izan zuen atzo. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=hegazkin&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eec9b52a1b92d511ce802384a1a68100a71b91009967d090c6221d1f91da2589	Baina nola, bakean utzi dutela?		Norberaren aipua
eecb0f8c84880339f0bb9325edbe5c93b10204dddd988e9f75ed6b18941d0eea	Hazia toki harritsuan, lur mehea zuen tokian erori zen. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=sarreraBuruaStrict&query=lur&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eed35537573a89680066a7c55c83390a00f60994878909436f7ad3d3a600dbac	Mizenastar garaian, akaiarrak bizi izan ziren Lakonian, eta Homeroren elezaharrean Menelao zen Espartako erregea		https://eu.wikipedia.org/wiki/Esparta
eeda34832546be3d692f827b7698b240312ef0bd6eaee8b14a185171d7b146d8	Egunero egingo dituzte testak zentralaren inguruan, lau kilometroan. 		norberaren aipua
eedd56db93c37ebc2eb735b8c2d83caa95e8b60ef09795f6060d082ff27dc40e	Zergatik ez du entzuten musika klasikoa?		Norberaren aipua
eee0bcc1b059b8df99e99e2bb44baa32f85bf5cbcafc6ea5b6f24a5b199ad3bf	Proiektuetarako partzuergoen eraketa azaldu dute.		Norberaren aipua
eee373e0bae116619597881518569a00c48216d19d2af824a9fb424e6ce2a1fd	Ohearen bazterretik noizean behin atzapar beltz itsusi bat agertzen zela. 	general	https://www.euskaltzaindia.eus
eee4df8ac177a9c96663a64417c5f32c70400f0f463f6a7ea56634a6e8007ebc	Bidaia eta bileren artean, arkeologiaren alorrean egiten duten lana xeheago azaltzeko tartea atera zigun.		Norberaren aipua
eee7886a4bf69063f2b6d2c8a5e62a4fb18bb384e138382ec56832220e6568b4	Maita ditzagun arima gardenak.	general	Norberaren aipua
eefa7163c37eaa618c667bc5b1002ed14e8609fb709e1be34b4d16efae9714ae	"Batez ere ohianetan bizi dira.
"		Norberaren aipua
eefbafda711e33fa323dd5f1d9546016082374677cf505b6757f56075bf5ff84	Zelaira irten eta hiru minutura garaipenaren gola lortu zuen. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=sarreraBuruaStrict&query=zelai&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eefe4bb03c49715dceef8d14fa77ae3c58f6f802e279ae8a0e253d5ef4234b61	Ikusi eta nozitu behar izan dituzten bidegabeak.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=bidegabe&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
eeff86bca91a6a8dbcc15781923fa720b24c6ba6511777534da09337e4bcd202	Errekalde garbitokia berreskuratuta.		Tolosaldeko ataria
ef027d6a0bec4ce08ed11b44190a8b31800314a4aa73ccc3eef9a9a9db714bfc	Bestetarikoak ez zaizkit ahazten		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=neu&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef0338e5121c4194408cb7bb6129df26fc7744037f64a1b1520d9c84d9bd929e	"Eguzkiñek C bitamina hartzeko zitrikoak kontsumitzen ditu.
"		Norberaren aipua
ef033ffc434684424b039a02fdb03b7a9db7532a3920b67dd74189a98b020243	Dohain hau gizonari bakarrari eman nahi izan zenion. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=bakar+&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef0538d2f6ddafdb1db2422a4c53c8b09ba857b126f3de56c7c95be75054a8f3	Arratsalde on!		Norberaren aipua
ef0910fe96545699ddeceba4e801fb025b2b22b6e71e77939a2274ef72d613b0	"Hirurogei diseinu aurkeztu dituzte.
"	general	Norberaren aipua
ef0d8d42854349908e4ab09bef9848bb31f32cabac7c435c63db6cdb9e605416	Prestakuntza ematen duten Unibertsitateko Irakasleen Plana gaitzetsi du.		Norberaren aipua
ef0fa31c490466926423e2a31674351a11a34f1dd1f81f3d18550ed2983ccb6a	Ezin dut gertatu zaiguna sinetsi.		Norberaren aipua
ef10025ed649d216c065df814cff162052c1fe9843651b152fc1dec9105b967d	Oxigenoz beteta zegoen.		Norberaren aipua
ef11280fe25b4abdd2d1e55f539fcbe7d191678e5d2a4155b7590e800882c0e4	Izana naiz hau baino toki hobeagoetan.		Norberaren aipua
ef174ee2e4c594f3516897f36312fdf21ce8d52e9faeea8bed3b58abcb3e7719	Uzta ospatu beharra dago. Gozatu baratzeko lanean eta baratzekoak jaten.		Ilargia eta landareak 2023. Jakoba Errekondo eta Antton Olariaga
ef1f12d5b898edbbd1714cf7137162e42a0c26f9112d4cb86db107e392c13fe2	Taldeko iturrien arabera, abendu amaieran galera handiagoak izatea aurreikusten dute, gainera.		Berria
ef28000d08722a6fe66da27cbb6181de59ea4fc4ba9ea623f4ee2c63f41a7dca	Lainoberaren eta lainoaren arteko alde bakarra partikulen intentsitatea da		https://eu.wikipedia.org/wiki/Lainobera
ef2da8d6f0c65e7d1515aa413d32a88ea2ddca736d3ed3d7ce1de2aaf2f28dac	Ez dira gutxiengoa.		Norberaren aipua
ef3141fef560ba52d7a8b0a17ae83011fddbf3c9283c8b976fa8da2df704dc4c	Haserretu al zara?		Norberaren aipua
ef31784750481888ed2887c920a458232ed541201770f8ca08d3fa7f869aaf0c	Herriko batzarrean egoera azaldu eta azpilkuetarrek baietza erranda, aitzinerat egin genuen		https://erran.eus/baztan/1695989363834-etorkizun-polita-ikusten-diot-azpilkuetari
ef46859e61e0745516b20bcf6be3772bbc2a605bfaac9fcdbca516c5ba73e7eb	Nork egiten zion nori agirika?		Norberaren aipua
ef491d1727876b96426fef1ad4c185094979fd401011a3c0f5b49784e5a43cd9	Arkume odolez nork bere etxeko ateburua eta alboak igurtziko dituzue.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=igurtzi&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef496245eec4139a3a22edcd63787696ba75c9dd2687bdf76e62014b83d7cf3b	Inori egindako kalteak ordaintzeko eta osatzeko agintzen du.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=50&non=sarreraBuruaStrict&query=osatu&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef4a23088a70b0cf565fdca6c0038d77bc54d67c4dd80ef9dc5d4288875c30e3	Hemezortzi urtetik hemezortzi urtera agertzen dira herrian. 		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=sarreraBuruaStrict&query=urte&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef4c49943866586cbcb9ae21f22f47f41326bbacf9d15f57d5c5c106c085747d	Ahal dudan guztia egingo dut zu hondoratzeko!		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=hondo&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
ef4ebc53742c03681b1f083d5cf048b1762dc97ca0d10bff093b4d367d5a521d	Amak erakutsi dit naizen ia guztia, pertsona autonomoa izaten, nire buruan fedea izaten.		Eta Kitto Aldizkaria, Lander Garro
